GeoFips,GeoName,LineCode,Description,2018
20039,"Decatur, KS",2,Population (persons) 1/,2871
20039,"Decatur, KS",3,Per capita personal income (dollars) 2/,46614
20041,"Dickinson, KS",1,Personal income (thousands of dollars),759577
20041,"Dickinson, KS",2,Population (persons) 1/,18717
20041,"Dickinson, KS",3,Per capita personal income (dollars) 2/,40582
20043,"Doniphan, KS",1,Personal income (thousands of dollars),287343
20043,"Doniphan, KS",2,Population (persons) 1/,7682
20043,"Doniphan, KS",3,Per capita personal income (dollars) 2/,37405
20045,"Douglas, KS",1,Personal income (thousands of dollars),5299726
20045,"Douglas, KS",2,Population (persons) 1/,121436
20045,"Douglas, KS",3,Per capita personal income (dollars) 2/,43642
20047,"Edwards, KS",1,Personal income (thousands of dollars),148618
20047,"Edwards, KS",2,Population (persons) 1/,2849
20047,"Edwards, KS",3,Per capita personal income (dollars) 2/,52165
20049,"Elk, KS",1,Personal income (thousands of dollars),102575
20049,"Elk, KS",2,Population (persons) 1/,2508
20049,"Elk, KS",3,Per capita personal income (dollars) 2/,40899
20051,"Ellis, KS",1,Personal income (thousands of dollars),1334012
20051,"Ellis, KS",2,Population (persons) 1/,28710
20051,"Ellis, KS",3,Per capita personal income (dollars) 2/,46465
20053,"Ellsworth, KS",1,Personal income (thousands of dollars),268384
20053,"Ellsworth, KS",2,Population (persons) 1/,6196
20053,"Ellsworth, KS",3,Per capita personal income (dollars) 2/,43316
20055,"Finney, KS",1,Personal income (thousands of dollars),1580571
20055,"Finney, KS",2,Population (persons) 1/,36611
20055,"Finney, KS",3,Per capita personal income (dollars) 2/,43172
20057,"Ford, KS",1,Personal income (thousands of dollars),1320328
20057,"Ford, KS",2,Population (persons) 1/,33888
20057,"Ford, KS",3,Per capita personal income (dollars) 2/,38962
20059,"Franklin, KS",1,Personal income (thousands of dollars),1086307
20059,"Franklin, KS",2,Population (persons) 1/,25631
20059,"Franklin, KS",3,Per capita personal income (dollars) 2/,42383
20061,"Geary, KS",1,Personal income (thousands of dollars),1594064
20061,"Geary, KS",2,Population (persons) 1/,32594
20061,"Geary, KS",3,Per capita personal income (dollars) 2/,48907
20063,"Gove, KS",1,Personal income (thousands of dollars),152905
20063,"Gove, KS",2,Population (persons) 1/,2612
20063,"Gove, KS",3,Per capita personal income (dollars) 2/,58539
20065,"Graham, KS",1,Personal income (thousands of dollars),123664
20065,"Graham, KS",2,Population (persons) 1/,2492
20065,"Graham, KS",3,Per capita personal income (dollars) 2/,49624
20067,"Grant, KS",1,Personal income (thousands of dollars),341788
20067,"Grant, KS",2,Population (persons) 1/,7336
20067,"Grant, KS",3,Per capita personal income (dollars) 2/,46591
20069,"Gray, KS",1,Personal income (thousands of dollars),400764
20069,"Gray, KS",2,Population (persons) 1/,6033
20069,"Gray, KS",3,Per capita personal income (dollars) 2/,66429
20071,"Greeley, KS",1,Personal income (thousands of dollars),72627
20071,"Greeley, KS",2,Population (persons) 1/,1227
20071,"Greeley, KS",3,Per capita personal income (dollars) 2/,59191
20073,"Greenwood, KS",1,Personal income (thousands of dollars),258599
20073,"Greenwood, KS",2,Population (persons) 1/,6055
20073,"Greenwood, KS",3,Per capita personal income (dollars) 2/,42708
20075,"Hamilton, KS",1,Personal income (thousands of dollars),166414
20075,"Hamilton, KS",2,Population (persons) 1/,2607
20075,"Hamilton, KS",3,Per capita personal income (dollars) 2/,63834
20077,"Harper, KS",1,Personal income (thousands of dollars),258912
20077,"Harper, KS",2,Population (persons) 1/,5506
20077,"Harper, KS",3,Per capita personal income (dollars) 2/,47024
20079,"Harvey, KS",1,Personal income (thousands of dollars),1438754
20079,"Harvey, KS",2,Population (persons) 1/,34210
20079,"Harvey, KS",3,Per capita personal income (dollars) 2/,42057
20081,"Haskell, KS",1,Personal income (thousands of dollars),210972
20081,"Haskell, KS",2,Population (persons) 1/,3997
20081,"Haskell, KS",3,Per capita personal income (dollars) 2/,52783
20083,"Hodgeman, KS",1,Personal income (thousands of dollars),89402
20083,"Hodgeman, KS",2,Population (persons) 1/,1818
20083,"Hodgeman, KS",3,Per capita personal income (dollars) 2/,49176
20085,"Jackson, KS",1,Personal income (thousands of dollars),553590
20085,"Jackson, KS",2,Population (persons) 1/,13280
20085,"Jackson, KS",3,Per capita personal income (dollars) 2/,41686
20087,"Jefferson, KS",1,Personal income (thousands of dollars),844013
20087,"Jefferson, KS",2,Population (persons) 1/,18975
20087,"Jefferson, KS",3,Per capita personal income (dollars) 2/,44480
20089,"Jewell, KS",1,Personal income (thousands of dollars),137584
20089,"Jewell, KS",2,Population (persons) 1/,2841
20089,"Jewell, KS",3,Per capita personal income (dollars) 2/,48428
20091,"Johnson, KS",1,Personal income (thousands of dollars),44225223
20091,"Johnson, KS",2,Population (persons) 1/,597555
20091,"Johnson, KS",3,Per capita personal income (dollars) 2/,74010
20093,"Kearny, KS",1,Personal income (thousands of dollars),222645
20093,"Kearny, KS",2,Population (persons) 1/,3943
20093,"Kearny, KS",3,Per capita personal income (dollars) 2/,56466
20095,"Kingman, KS",1,Personal income (thousands of dollars),311198
20095,"Kingman, KS",2,Population (persons) 1/,7310
20095,"Kingman, KS",3,Per capita personal income (dollars) 2/,42572
20097,"Kiowa, KS",1,Personal income (thousands of dollars),111364
20097,"Kiowa, KS",2,Population (persons) 1/,2516
20097,"Kiowa, KS",3,Per capita personal income (dollars) 2/,44262
20099,"Labette, KS",1,Personal income (thousands of dollars),841021
20099,"Labette, KS",2,Population (persons) 1/,19964
20099,"Labette, KS",3,Per capita personal income (dollars) 2/,42127
20101,"Lane, KS",1,Personal income (thousands of dollars),146060
20101,"Lane, KS",2,Population (persons) 1/,1560
20101,"Lane, KS",3,Per capita personal income (dollars) 2/,93628
20103,"Leavenworth, KS",1,Personal income (thousands of dollars),3485993
20103,"Leavenworth, KS",2,Population (persons) 1/,81352
20103,"Leavenworth, KS",3,Per capita personal income (dollars) 2/,42851
20105,"Lincoln, KS",1,Personal income (thousands of dollars),125677
20105,"Lincoln, KS",2,Population (persons) 1/,3023
20105,"Lincoln, KS",3,Per capita personal income (dollars) 2/,41574
20107,"Linn, KS",1,Personal income (thousands of dollars),363356
20107,"Linn, KS",2,Population (persons) 1/,9750
20107,"Linn, KS",3,Per capita personal income (dollars) 2/,37267
20109,"Logan, KS",1,Personal income (thousands of dollars),136092
20109,"Logan, KS",2,Population (persons) 1/,2844
20109,"Logan, KS",3,Per capita personal income (dollars) 2/,47852
20111,"Lyon, KS",1,Personal income (thousands of dollars),1279340
20111,"Lyon, KS",2,Population (persons) 1/,33406
20111,"Lyon, KS",3,Per capita personal income (dollars) 2/,38297
20113,"McPherson, KS",1,Personal income (thousands of dollars),1455839
20113,"McPherson, KS",2,Population (persons) 1/,28537
20113,"McPherson, KS",3,Per capita personal income (dollars) 2/,51016
20115,"Marion, KS",1,Personal income (thousands of dollars),494853
20115,"Marion, KS",2,Population (persons) 1/,11950
20115,"Marion, KS",3,Per capita personal income (dollars) 2/,41410
20117,"Marshall, KS",1,Personal income (thousands of dollars),444940
20117,"Marshall, KS",2,Population (persons) 1/,9722
20117,"Marshall, KS",3,Per capita personal income (dollars) 2/,45766
20119,"Meade, KS",1,Personal income (thousands of dollars),266431
20119,"Meade, KS",2,Population (persons) 1/,4146
20119,"Meade, KS",3,Per capita personal income (dollars) 2/,64262
20121,"Miami, KS",1,Personal income (thousands of dollars),1641832
20121,"Miami, KS",2,Population (persons) 1/,33680
20121,"Miami, KS",3,Per capita personal income (dollars) 2/,48748
20123,"Mitchell, KS",1,Personal income (thousands of dollars),336367
20123,"Mitchell, KS",2,Population (persons) 1/,6150
20123,"Mitchell, KS",3,Per capita personal income (dollars) 2/,54694
20125,"Montgomery, KS",1,Personal income (thousands of dollars),1206947
20125,"Montgomery, KS",2,Population (persons) 1/,32120
20125,"Montgomery, KS",3,Per capita personal income (dollars) 2/,37576
20127,"Morris, KS",1,Personal income (thousands of dollars),234225
20127,"Morris, KS",2,Population (persons) 1/,5521
20127,"Morris, KS",3,Per capita personal income (dollars) 2/,42424
20129,"Morton, KS",1,Personal income (thousands of dollars),116398
20129,"Morton, KS",2,Population (persons) 1/,2667
20129,"Morton, KS",3,Per capita personal income (dollars) 2/,43644
20131,"Nemaha, KS",1,Personal income (thousands of dollars),549494
20131,"Nemaha, KS",2,Population (persons) 1/,10155
20131,"Nemaha, KS",3,Per capita personal income (dollars) 2/,54111
20133,"Neosho, KS",1,Personal income (thousands of dollars),629818
20133,"Neosho, KS",2,Population (persons) 1/,15951
20133,"Neosho, KS",3,Per capita personal income (dollars) 2/,39485
20135,"Ness, KS",1,Personal income (thousands of dollars),162760
20135,"Ness, KS",2,Population (persons) 1/,2840
20135,"Ness, KS",3,Per capita personal income (dollars) 2/,57310
20137,"Norton, KS",1,Personal income (thousands of dollars),228495
20137,"Norton, KS",2,Population (persons) 1/,5430
20137,"Norton, KS",3,Per capita personal income (dollars) 2/,42080
20139,"Osage, KS",1,Personal income (thousands of dollars),639264
20139,"Osage, KS",2,Population (persons) 1/,15941
20139,"Osage, KS",3,Per capita personal income (dollars) 2/,40102
20141,"Osborne, KS",1,Personal income (thousands of dollars),159912
20141,"Osborne, KS",2,Population (persons) 1/,3475
20141,"Osborne, KS",3,Per capita personal income (dollars) 2/,46018
20143,"Ottawa, KS",1,Personal income (thousands of dollars),239047
20143,"Ottawa, KS",2,Population (persons) 1/,5802
20143,"Ottawa, KS",3,Per capita personal income (dollars) 2/,41201
20145,"Pawnee, KS",1,Personal income (thousands of dollars),257383
20145,"Pawnee, KS",2,Population (persons) 1/,6562
20145,"Pawnee, KS",3,Per capita personal income (dollars) 2/,39223
20147,"Phillips, KS",1,Personal income (thousands of dollars),272871
20147,"Phillips, KS",2,Population (persons) 1/,5317
20147,"Phillips, KS",3,Per capita personal income (dollars) 2/,51320
20149,"Pottawatomie, KS",1,Personal income (thousands of dollars),1276106
20149,"Pottawatomie, KS",2,Population (persons) 1/,24277
20149,"Pottawatomie, KS",3,Per capita personal income (dollars) 2/,52564
20151,"Pratt, KS",1,Personal income (thousands of dollars),443834
20151,"Pratt, KS",2,Population (persons) 1/,9378
20151,"Pratt, KS",3,Per capita personal income (dollars) 2/,47327
20153,"Rawlins, KS",1,Personal income (thousands of dollars),139999
20153,"Rawlins, KS",2,Population (persons) 1/,2508
20153,"Rawlins, KS",3,Per capita personal income (dollars) 2/,55821
20155,"Reno, KS",1,Personal income (thousands of dollars),2562967
20155,"Reno, KS",2,Population (persons) 1/,62342
20155,"Reno, KS",3,Per capita personal income (dollars) 2/,41111
20157,"Republic, KS",1,Personal income (thousands of dollars),206488
20157,"Republic, KS",2,Population (persons) 1/,4664
20157,"Republic, KS",3,Per capita personal income (dollars) 2/,44273
20159,"Rice, KS",1,Personal income (thousands of dollars),407816
20159,"Rice, KS",2,Population (persons) 1/,9531
20159,"Rice, KS",3,Per capita personal income (dollars) 2/,42788
20161,"Riley, KS",1,Personal income (thousands of dollars),3137230
20161,"Riley, KS",2,Population (persons) 1/,73703
20161,"Riley, KS",3,Per capita personal income (dollars) 2/,42566
20163,"Rooks, KS",1,Personal income (thousands of dollars),212364
20163,"Rooks, KS",2,Population (persons) 1/,5013
20163,"Rooks, KS",3,Per capita personal income (dollars) 2/,42363
20165,"Rush, KS",1,Personal income (thousands of dollars),137025
20165,"Rush, KS",2,Population (persons) 1/,3093
20165,"Rush, KS",3,Per capita personal income (dollars) 2/,44302
20167,"Russell, KS",1,Personal income (thousands of dollars),306968
20167,"Russell, KS",2,Population (persons) 1/,6907
20167,"Russell, KS",3,Per capita personal income (dollars) 2/,44443
20169,"Saline, KS",1,Personal income (thousands of dollars),2719099
20169,"Saline, KS",2,Population (persons) 1/,54401
20169,"Saline, KS",3,Per capita personal income (dollars) 2/,49983
20171,"Scott, KS",1,Personal income (thousands of dollars),339137
20171,"Scott, KS",2,Population (persons) 1/,4897
20171,"Scott, KS",3,Per capita personal income (dollars) 2/,69254
20173,"Sedgwick, KS",1,Personal income (thousands of dollars),27619954
20173,"Sedgwick, KS",2,Population (persons) 1/,513607
20173,"Sedgwick, KS",3,Per capita personal income (dollars) 2/,53776
20175,"Seward, KS",1,Personal income (thousands of dollars),841166
20175,"Seward, KS",2,Population (persons) 1/,21780
20175,"Seward, KS",3,Per capita personal income (dollars) 2/,38621
20177,"Shawnee, KS",1,Personal income (thousands of dollars),8317702
20177,"Shawnee, KS",2,Population (persons) 1/,177499
20177,"Shawnee, KS",3,Per capita personal income (dollars) 2/,46861
20179,"Sheridan, KS",1,Personal income (thousands of dollars),128438
20179,"Sheridan, KS",2,Population (persons) 1/,2533
20179,"Sheridan, KS",3,Per capita personal income (dollars) 2/,50706
20181,"Sherman, KS",1,Personal income (thousands of dollars),266376
20181,"Sherman, KS",2,Population (persons) 1/,5899
20181,"Sherman, KS",3,Per capita personal income (dollars) 2/,45156
20183,"Smith, KS",1,Personal income (thousands of dollars),163879
20183,"Smith, KS",2,Population (persons) 1/,3603
20183,"Smith, KS",3,Per capita personal income (dollars) 2/,45484
20185,"Stafford, KS",1,Personal income (thousands of dollars),186065
20185,"Stafford, KS",2,Population (persons) 1/,4178
20185,"Stafford, KS",3,Per capita personal income (dollars) 2/,44534
20187,"Stanton, KS",1,Personal income (thousands of dollars),126963
20187,"Stanton, KS",2,Population (persons) 1/,1987
20187,"Stanton, KS",3,Per capita personal income (dollars) 2/,63897
20189,"Stevens, KS",1,Personal income (thousands of dollars),216637
20189,"Stevens, KS",2,Population (persons) 1/,5559
20189,"Stevens, KS",3,Per capita personal income (dollars) 2/,38970
20191,"Sumner, KS",1,Personal income (thousands of dollars),920458
20191,"Sumner, KS",2,Population (persons) 1/,22996
20191,"Sumner, KS",3,Per capita personal income (dollars) 2/,40027
20193,"Thomas, KS",1,Personal income (thousands of dollars),352170
20193,"Thomas, KS",2,Population (persons) 1/,7711
20193,"Thomas, KS",3,Per capita personal income (dollars) 2/,45671
20195,"Trego, KS",1,Personal income (thousands of dollars),142133
20195,"Trego, KS",2,Population (persons) 1/,2793
20195,"Trego, KS",3,Per capita personal income (dollars) 2/,50889
20197,"Wabaunsee, KS",1,Personal income (thousands of dollars),348636
20197,"Wabaunsee, KS",2,Population (persons) 1/,6899
20197,"Wabaunsee, KS",3,Per capita personal income (dollars) 2/,50534
20199,"Wallace, KS",1,Personal income (thousands of dollars),85602
20199,"Wallace, KS",2,Population (persons) 1/,1503
20199,"Wallace, KS",3,Per capita personal income (dollars) 2/,56954
20201,"Washington, KS",1,Personal income (thousands of dollars),244879
20201,"Washington, KS",2,Population (persons) 1/,5420
20201,"Washington, KS",3,Per capita personal income (dollars) 2/,45181
20203,"Wichita, KS",1,Personal income (thousands of dollars),147649
20203,"Wichita, KS",2,Population (persons) 1/,2105
20203,"Wichita, KS",3,Per capita personal income (dollars) 2/,70142
20205,"Wilson, KS",1,Personal income (thousands of dollars),376345
20205,"Wilson, KS",2,Population (persons) 1/,8665
20205,"Wilson, KS",3,Per capita personal income (dollars) 2/,43433
20207,"Woodson, KS",1,Personal income (thousands of dollars),113190
20207,"Woodson, KS",2,Population (persons) 1/,3183
20207,"Woodson, KS",3,Per capita personal income (dollars) 2/,35561
20209,"Wyandotte, KS",1,Personal income (thousands of dollars),5507718
20209,"Wyandotte, KS",2,Population (persons) 1/,165324
20209,"Wyandotte, KS",3,Per capita personal income (dollars) 2/,33315
21001,"Adair, KY",1,Personal income (thousands of dollars),601193
21001,"Adair, KY",2,Population (persons) 1/,19215
21001,"Adair, KY",3,Per capita personal income (dollars) 2/,31288
21003,"Allen, KY",1,Personal income (thousands of dollars),689479
21003,"Allen, KY",2,Population (persons) 1/,21122
21003,"Allen, KY",3,Per capita personal income (dollars) 2/,32643
21005,"Anderson, KY",1,Personal income (thousands of dollars),891137
21005,"Anderson, KY",2,Population (persons) 1/,22663
21005,"Anderson, KY",3,Per capita personal income (dollars) 2/,39321
21007,"Ballard, KY",1,Personal income (thousands of dollars),302719
21007,"Ballard, KY",2,Population (persons) 1/,7979
21007,"Ballard, KY",3,Per capita personal income (dollars) 2/,37939
21009,"Barren, KY",1,Personal income (thousands of dollars),1618294
21009,"Barren, KY",2,Population (persons) 1/,44176
21009,"Barren, KY",3,Per capita personal income (dollars) 2/,36633
21011,"Bath, KY",1,Personal income (thousands of dollars),377630
21011,"Bath, KY",2,Population (persons) 1/,12383
21011,"Bath, KY",3,Per capita personal income (dollars) 2/,30496
21013,"Bell, KY",1,Personal income (thousands of dollars),786756
21013,"Bell, KY",2,Population (persons) 1/,26569
21013,"Bell, KY",3,Per capita personal income (dollars) 2/,29612
21015,"Boone, KY",1,Personal income (thousands of dollars),6314148
21015,"Boone, KY",2,Population (persons) 1/,131533
21015,"Boone, KY",3,Per capita personal income (dollars) 2/,48004
21017,"Bourbon, KY",1,Personal income (thousands of dollars),895932
21017,"Bourbon, KY",2,Population (persons) 1/,20184
21017,"Bourbon, KY",3,Per capita personal income (dollars) 2/,44388
21019,"Boyd, KY",1,Personal income (thousands of dollars),1877579
21019,"Boyd, KY",2,Population (persons) 1/,47240
21019,"Boyd, KY",3,Per capita personal income (dollars) 2/,39746
21021,"Boyle, KY",1,Personal income (thousands of dollars),1137176
21021,"Boyle, KY",2,Population (persons) 1/,30100
21021,"Boyle, KY",3,Per capita personal income (dollars) 2/,37780
21023,"Bracken, KY",1,Personal income (thousands of dollars),302850
21023,"Bracken, KY",2,Population (persons) 1/,8239
21023,"Bracken, KY",3,Per capita personal income (dollars) 2/,36758
21025,"Breathitt, KY",1,Personal income (thousands of dollars),429544
21025,"Breathitt, KY",2,Population (persons) 1/,12726
21025,"Breathitt, KY",3,Per capita personal income (dollars) 2/,33753
21027,"Breckinridge, KY",1,Personal income (thousands of dollars),702583
21027,"Breckinridge, KY",2,Population (persons) 1/,20388
21027,"Breckinridge, KY",3,Per capita personal income (dollars) 2/,34461
21029,"Bullitt, KY",1,Personal income (thousands of dollars),3318525
21029,"Bullitt, KY",2,Population (persons) 1/,81069
21029,"Bullitt, KY",3,Per capita personal income (dollars) 2/,40935
21031,"Butler, KY",1,Personal income (thousands of dollars),439612
21031,"Butler, KY",2,Population (persons) 1/,12772
21031,"Butler, KY",3,Per capita personal income (dollars) 2/,34420
21033,"Caldwell, KY",1,Personal income (thousands of dollars),445864
21033,"Caldwell, KY",2,Population (persons) 1/,12715
21033,"Caldwell, KY",3,Per capita personal income (dollars) 2/,35066
21035,"Calloway, KY",1,Personal income (thousands of dollars),1397975
21035,"Calloway, KY",2,Population (persons) 1/,39135
21035,"Calloway, KY",3,Per capita personal income (dollars) 2/,35722
21037,"Campbell, KY",1,Personal income (thousands of dollars),4565842
21037,"Campbell, KY",2,Population (persons) 1/,93152
21037,"Campbell, KY",3,Per capita personal income (dollars) 2/,49015
21039,"Carlisle, KY",1,Personal income (thousands of dollars),209255
21039,"Carlisle, KY",2,Population (persons) 1/,4771
21039,"Carlisle, KY",3,Per capita personal income (dollars) 2/,43860
21041,"Carroll, KY",1,Personal income (thousands of dollars),390274
21041,"Carroll, KY",2,Population (persons) 1/,10737
21041,"Carroll, KY",3,Per capita personal income (dollars) 2/,36349
21043,"Carter, KY",1,Personal income (thousands of dollars),832993
21043,"Carter, KY",2,Population (persons) 1/,27004
21043,"Carter, KY",3,Per capita personal income (dollars) 2/,30847
21045,"Casey, KY",1,Personal income (thousands of dollars),495790
21045,"Casey, KY",2,Population (persons) 1/,15888
21045,"Casey, KY",3,Per capita personal income (dollars) 2/,31205
21047,"Christian, KY",1,Personal income (thousands of dollars),2704975
21047,"Christian, KY",2,Population (persons) 1/,71671
21047,"Christian, KY",3,Per capita personal income (dollars) 2/,37742
21049,"Clark, KY",1,Personal income (thousands of dollars),1444441
21049,"Clark, KY",2,Population (persons) 1/,36249
21049,"Clark, KY",3,Per capita personal income (dollars) 2/,39848
21051,"Clay, KY",1,Personal income (thousands of dollars),614533
21051,"Clay, KY",2,Population (persons) 1/,20105
21051,"Clay, KY",3,Per capita personal income (dollars) 2/,30566
21053,"Clinton, KY",1,Personal income (thousands of dollars),319528
21053,"Clinton, KY",2,Population (persons) 1/,10206
21053,"Clinton, KY",3,Per capita personal income (dollars) 2/,31308
21055,"Crittenden, KY",1,Personal income (thousands of dollars),314920
21055,"Crittenden, KY",2,Population (persons) 1/,8915
21055,"Crittenden, KY",3,Per capita personal income (dollars) 2/,35325
21057,"Cumberland, KY",1,Personal income (thousands of dollars),236719
21057,"Cumberland, KY",2,Population (persons) 1/,6659
21057,"Cumberland, KY",3,Per capita personal income (dollars) 2/,35549
21059,"Daviess, KY",1,Personal income (thousands of dollars),4221469
21059,"Daviess, KY",2,Population (persons) 1/,101104
21059,"Daviess, KY",3,Per capita personal income (dollars) 2/,41754
21061,"Edmonson, KY",1,Personal income (thousands of dollars),395879
21061,"Edmonson, KY",2,Population (persons) 1/,12274
21061,"Edmonson, KY",3,Per capita personal income (dollars) 2/,32253
21063,"Elliott, KY",1,Personal income (thousands of dollars),168791
21063,"Elliott, KY",2,Population (persons) 1/,7508
21063,"Elliott, KY",3,Per capita personal income (dollars) 2/,22481
21065,"Estill, KY",1,Personal income (thousands of dollars),448021
21065,"Estill, KY",2,Population (persons) 1/,14198
21065,"Estill, KY",3,Per capita personal income (dollars) 2/,31555
21067,"Fayette, KY",1,Personal income (thousands of dollars),16247217
21067,"Fayette, KY",2,Population (persons) 1/,323780
21067,"Fayette, KY",3,Per capita personal income (dollars) 2/,50180
21069,"Fleming, KY",1,Personal income (thousands of dollars),484006
21069,"Fleming, KY",2,Population (persons) 1/,14432
21069,"Fleming, KY",3,Per capita personal income (dollars) 2/,33537
21071,"Floyd, KY",1,Personal income (thousands of dollars),1325391
21071,"Floyd, KY",2,Population (persons) 1/,35845
21071,"Floyd, KY",3,Per capita personal income (dollars) 2/,36976
21073,"Franklin, KY",1,Personal income (thousands of dollars),2122046
21073,"Franklin, KY",2,Population (persons) 1/,50815
21073,"Franklin, KY",3,Per capita personal income (dollars) 2/,41760
21075,"Fulton, KY",1,Personal income (thousands of dollars),206333
21075,"Fulton, KY",2,Population (persons) 1/,6120
21075,"Fulton, KY",3,Per capita personal income (dollars) 2/,33715
21077,"Gallatin, KY",1,Personal income (thousands of dollars),283196
21077,"Gallatin, KY",2,Population (persons) 1/,8832
21077,"Gallatin, KY",3,Per capita personal income (dollars) 2/,32065
21079,"Garrard, KY",1,Personal income (thousands of dollars),603416
21079,"Garrard, KY",2,Population (persons) 1/,17560
21079,"Garrard, KY",3,Per capita personal income (dollars) 2/,34363
21081,"Grant, KY",1,Personal income (thousands of dollars),906686
21081,"Grant, KY",2,Population (persons) 1/,25121
21081,"Grant, KY",3,Per capita personal income (dollars) 2/,36093
21083,"Graves, KY",1,Personal income (thousands of dollars),1422915
21083,"Graves, KY",2,Population (persons) 1/,37317
21083,"Graves, KY",3,Per capita personal income (dollars) 2/,38130
21085,"Grayson, KY",1,Personal income (thousands of dollars),883871
21085,"Grayson, KY",2,Population (persons) 1/,26321
21085,"Grayson, KY",3,Per capita personal income (dollars) 2/,33580
21087,"Green, KY",1,Personal income (thousands of dollars),381969
21087,"Green, KY",2,Population (persons) 1/,11049
21087,"Green, KY",3,Per capita personal income (dollars) 2/,34570
21089,"Greenup, KY",1,Personal income (thousands of dollars),1443621
21089,"Greenup, KY",2,Population (persons) 1/,35268
21089,"Greenup, KY",3,Per capita personal income (dollars) 2/,40933
21091,"Hancock, KY",1,Personal income (thousands of dollars),323423
21091,"Hancock, KY",2,Population (persons) 1/,8758
21091,"Hancock, KY",3,Per capita personal income (dollars) 2/,36929
21093,"Hardin, KY",1,Personal income (thousands of dollars),4792121
21093,"Hardin, KY",2,Population (persons) 1/,110356
21093,"Hardin, KY",3,Per capita personal income (dollars) 2/,43424
21095,"Harlan, KY",1,Personal income (thousands of dollars),815438
21095,"Harlan, KY",2,Population (persons) 1/,26409
21095,"Harlan, KY",3,Per capita personal income (dollars) 2/,30877
21097,"Harrison, KY",1,Personal income (thousands of dollars),655151
21097,"Harrison, KY",2,Population (persons) 1/,18778
21097,"Harrison, KY",3,Per capita personal income (dollars) 2/,34889
21099,"Hart, KY",1,Personal income (thousands of dollars),607508
21099,"Hart, KY",2,Population (persons) 1/,18906
21099,"Hart, KY",3,Per capita personal income (dollars) 2/,32133
21101,"Henderson, KY",1,Personal income (thousands of dollars),1818657
21101,"Henderson, KY",2,Population (persons) 1/,45591
21101,"Henderson, KY",3,Per capita personal income (dollars) 2/,39891
21103,"Henry, KY",1,Personal income (thousands of dollars),611717
21103,"Henry, KY",2,Population (persons) 1/,16106
21103,"Henry, KY",3,Per capita personal income (dollars) 2/,37981
21105,"Hickman, KY",1,Personal income (thousands of dollars),198557
21105,"Hickman, KY",2,Population (persons) 1/,4421
21105,"Hickman, KY",3,Per capita personal income (dollars) 2/,44912
21107,"Hopkins, KY",1,Personal income (thousands of dollars),1768301
21107,"Hopkins, KY",2,Population (persons) 1/,45068
21107,"Hopkins, KY",3,Per capita personal income (dollars) 2/,39236
21109,"Jackson, KY",1,Personal income (thousands of dollars),381101
21109,"Jackson, KY",2,Population (persons) 1/,13442
21109,"Jackson, KY",3,Per capita personal income (dollars) 2/,28352
21111,"Jefferson, KY",1,Personal income (thousands of dollars),40017970
21111,"Jefferson, KY",2,Population (persons) 1/,770517
21111,"Jefferson, KY",3,Per capita personal income (dollars) 2/,51937
21113,"Jessamine, KY",1,Personal income (thousands of dollars),2343908
21113,"Jessamine, KY",2,Population (persons) 1/,53920
21113,"Jessamine, KY",3,Per capita personal income (dollars) 2/,43470
21115,"Johnson, KY",1,Personal income (thousands of dollars),738416
21115,"Johnson, KY",2,Population (persons) 1/,22386
21115,"Johnson, KY",3,Per capita personal income (dollars) 2/,32986
21117,"Kenton, KY",1,Personal income (thousands of dollars),9627945
21117,"Kenton, KY",2,Population (persons) 1/,166051
21117,"Kenton, KY",3,Per capita personal income (dollars) 2/,57982
21119,"Knott, KY",1,Personal income (thousands of dollars),455569
21119,"Knott, KY",2,Population (persons) 1/,15126
21119,"Knott, KY",3,Per capita personal income (dollars) 2/,30118
21121,"Knox, KY",1,Personal income (thousands of dollars),921298
21121,"Knox, KY",2,Population (persons) 1/,31304
21121,"Knox, KY",3,Per capita personal income (dollars) 2/,29431
21123,"Larue, KY",1,Personal income (thousands of dollars),522563
21123,"Larue, KY",2,Population (persons) 1/,14307
21123,"Larue, KY",3,Per capita personal income (dollars) 2/,36525
21125,"Laurel, KY",1,Personal income (thousands of dollars),2057936
21125,"Laurel, KY",2,Population (persons) 1/,60669
21125,"Laurel, KY",3,Per capita personal income (dollars) 2/,33921
21127,"Lawrence, KY",1,Personal income (thousands of dollars),492886
21127,"Lawrence, KY",2,Population (persons) 1/,15571
21127,"Lawrence, KY",3,Per capita personal income (dollars) 2/,31654
21129,"Lee, KY",1,Personal income (thousands of dollars),212093
21129,"Lee, KY",2,Population (persons) 1/,7033
21129,"Lee, KY",3,Per capita personal income (dollars) 2/,30157
21131,"Leslie, KY",1,Personal income (thousands of dollars),331915
21131,"Leslie, KY",2,Population (persons) 1/,10143
21131,"Leslie, KY",3,Per capita personal income (dollars) 2/,32724
21133,"Letcher, KY",1,Personal income (thousands of dollars),675624
21133,"Letcher, KY",2,Population (persons) 1/,21899
21133,"Letcher, KY",3,Per capita personal income (dollars) 2/,30852
21135,"Lewis, KY",1,Personal income (thousands of dollars),413033
21135,"Lewis, KY",2,Population (persons) 1/,13257
21135,"Lewis, KY",3,Per capita personal income (dollars) 2/,31156
21137,"Lincoln, KY",1,Personal income (thousands of dollars),773786
21137,"Lincoln, KY",2,Population (persons) 1/,24644
21137,"Lincoln, KY",3,Per capita personal income (dollars) 2/,31399
21139,"Livingston, KY",1,Personal income (thousands of dollars),349273
